SLNO,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,url
1024,11.0,0.181818181818,0.181818181818,0,1,0,0.48046875,0.0,0,1,0,http://dcalib.nic.in
1025,302.0,0.0,0.0430463576159,1,5,15,1497.37890625,50.0007173994,39,12,0,http://dccd.gov.in
1026,490.0,0.0,0.104081632653,0,275,83,383.045898438,84.5642580162,135,21,0,http://dccentral.delhigovt.nic.in
1027,0.0,0.0,0.104081632653,0,0,0,0.0,0.0,0,1,0,http://dcd.dacnet.nic.in
1028,13.0,0.0,0.0769230769231,0,60,29,1884.10742188,81.1446588083,44,11,20,http://dce.rajasthan.gov.in
1029,414.0,0.173913043478,0.260869565217,0,215,64,1420.77539062,82.98120662,142,17,9,http://dceast.delhigovt.nic.in
1030,8.0,1.0,5.75,0,93,30,318.446289062,91.868784289,50,12,22,http://dcffzr.gov.in
1031,348.0,0.0459770114943,0.0718390804598,1,2,20,82.8369140625,85.3922782199,3,12,1,http://dchaassam.gov.in
1032,357.0,0.0,0.109243697479,0,123,66,222.19140625,86.761836114,18,8,0,http://dcimanipur.gov.in
1033,11.0,0.181818181818,0.181818181818,0,1,0,0.48046875,0.0,0,1,0,http://dcmmis.nic.in
1034,373.0,0.0777479892761,0.243967828418,1,0,94,4664.578125,99.6389636992,69,13,2,http://dcmsme.gov.in
1035,442.0,0.0,0.108597285068,0,263,79,420.462890625,89.5903881975,140,19,0,http://dcnewdelhi.delhigovt.nic.in
1036,313.0,0.0,0.0926517571885,0,252,69,261.314453125,85.9032236365,130,20,0,http://dcnorth.delhigovt.nic.in
1037,431.0,0.0,0.15313225058,0,225,65,224.811523438,82.1061045059,125,16,0,http://dcnortheast.delhigovt.nic.in
1038,348.0,0.0,0.0919540229885,0,243,66,261.172851562,85.5302664887,126,18,0,http://dcnorthwest.delhigovt.nic.in
1039,234.0,0.0470085470085,0.32905982906,0,31,32,90.958984375,88.8321058169,8,10,8,http://dcourtganb.nic.in
1040,219.0,0.0182648401826,0.283105022831,0,31,28,93.1494140625,89.1439953871,7,10,7,http://dcourtsgr.nic.in
1041,269.0,0.0408921933086,0.167286245353,0,10,15,801.96875,98.9390123914,5,13,1,http://dcrtiperen.gov.in
1042,132.0,0.0,0.128787878788,0,47,11,171.89453125,91.0612430406,29,13,1,http://dcsca.puducherry.gov.in
1043,588.0,0.0680272108844,0.112244897959,0,15,21,8483.21679688,98.3256922503,6,16,5,http://dcsku.org
1044,576.0,0.0,0.102430555556,0,222,64,599.392578125,90.3026827289,107,20,0,http://dcsouthwest.delhigovt.nic.in
1045,305.0,0.0,0.055737704918,0,202,53,298.2890625,87.1228490611,98,20,1,http://dcw.delhigovt.nic.in
1046,0.0,0.0,0.055737704918,0,0,0,0.0,0.0,0,1,0,http://dcwestrev.delhigovt.nic.in
1047,277.0,0.0361010830325,0.129963898917,1,31,42,1409.63085938,92.9035194553,42,12,1,http://ddbangla.gov.in
1048,1410.0,0.031914893617,0.793617021277,0,12,29,3385.34960938,98.0013257955,25,14,0,http://ddchandana.gov.in
1049,198.0,0.0606060606061,0.0505050505051,0,6,17,129.405273438,91.5335330652,9,8,0,http://ddkguwahati.gov.in
1050,178.0,0.0,0.26404494382,0,134,36,520.578125,79.6672869706,15,18,1,http://ddktvm.gov.in
1051,0.0,0.0,0.26404494382,0,0,0,0.0,0.0,0,1,0,http://ddpdos.gov.in
1052,307.0,0.0390879478827,0.214983713355,3,5,36,2096.36230469,96.7674193811,73,5,9,http://ddpmod.gov.in
1053,486.0,0.0452674897119,0.0679012345679,0,8,65,1924.33105469,95.5899853592,29,13,0,http://ddpolice.gov.in
1054,0.0,0.0,0.0679012345679,0,0,0,0.0,0.0,0,1,0,http://ddptripura.nic.in
1055,532.0,0.0225563909774,0.15977443609,0,1,41,930.15234375,98.7152432187,17,11,16,http://ddugky.gov.in
1056,667.0,0.0434782608696,0.214392803598,3,18,71,3637.75292969,98.1968876198,52,5,0,http://dea.gov.in
1057,0.0,0.0,0.214392803598,0,0,0,0.0,0.0,0,1,0,http://deafmuteschoolbsw.nic.in
1058,322.0,0.192546583851,0.195652173913,0,28,37,255.5859375,94.3145346171,58,8,3,http://dectmeg.nic.in
1059,0.0,0.0,0.195652173913,0,0,0,0.0,0.0,0,1,0,http://deeassam.gov.in
1060,0.0,0.0,0.195652173913,0,0,0,0.0,0.0,0,1,0,http://defenceinvestorcell.gov.in
1061,22.0,1.0,0.0454545454545,0,0,0,1.34765625,0.0,1,3,0,http://defstand.gov.in
1062,283.0,0.109540636042,0.551236749117,0,6,69,913.291015625,41.3504988184,28,13,11,http://dehradun.gov.in
1063,0.0,0.0,0.551236749117,0,0,0,0.0,0.0,0,1,0,http://delagrimarket.nic.in
1064,278.0,0.0503597122302,0.392086330935,0,44,37,112031.018555,99.960792283,102,14,9,http://delcon.gov.in
1065,388.0,0.0,0.113402061856,1,446,84,1371.19628906,88.7074684586,183,16,1,http://delhi.gov.in
1066,296.0,0.0135135135135,0.0810810810811,0,195,39,258.9375,77.25153874,97,14,0,http://delhi.gov.in/wps/wcm/connect/DoIT_Planning/planning/home
1067,1434.0,0.0,0.0913528591353,1,124,28,630.627929688,84.3454951739,64,15,0,http://delhi.gov.in/wps/wcm/connect/doit_gnec/GNEC/Home
1068,450.0,0.0,0.222222222222,0,220,66,260.685546875,67.0965977628,132,18,1,http://delhi.gov.in/wps/wcm/connect/doit_power/Power/Home
1069,395.0,0.0151898734177,0.0886075949367,0,25,27,257.420898438,55.2983888406,31,11,0,http://delhi.gov.in/wps/wcm/connect/doit_socialwelfare/SocialWelfare+New/Home
1070,320.0,0.0,0.09375,0,190,46,276.708984375,84.6913710958,101,14,0,http://delhi.gov.in/wps/wcm/connect/lib_vigilance/Vigilance/Home
1071,280.0,0.357142857143,0.167857142857,0,162,81,426.546875,89.6163778893,55,10,24,http://delhiassembly.nic.in
1072,0.0,0.0,0.167857142857,0,0,0,0.0,0.0,0,1,0,http://delhicourts.dwarka.nic.in
1073,11.0,0.181818181818,0.181818181818,0,1,0,0.48046875,0.0,0,1,0,http://delhicourts.kkd.nic.in
1074,11.0,0.181818181818,0.181818181818,0,1,0,0.48046875,0.0,0,1,0,http://delhicourts.saket.nic.in
1075,0.0,0.0,0.181818181818,0,0,0,0.0,0.0,0,1,0,http://delhicourts.thc.nic.in
1076,1068.0,0.0215355805243,0.202247191011,0,41,8,1812.66992188,95.76241236,30,9,5,http://delhicustoms.gov.in
1077,123.0,0.0406504065041,0.105691056911,0,1,49,213.853515625,86.3415926132,3,13,3,http://delhihighcourt.nic.in
1078,330.0,0.0272727272727,0.106060606061,1,200,58,214.66015625,85.0535912507,90,15,1,http://delhihomeguards.nic.in
1079,11.0,0.181818181818,0.181818181818,0,1,0,0.48046875,0.0,0,1,0,http://delhimediationcentre.gov.in
1080,11.0,0.181818181818,0.181818181818,0,1,0,0.48046875,0.0,0,1,0,http://delhimedicalcouncil.nic.in
1081,216.0,0.0,0.62962962963,1,11,35,360.971679688,95.5653550124,25,18,0,http://delhipolice.nic.in
1082,300.0,0.02,0.196666666667,0,12,31,1196.18652344,85.0299005221,15,6,0,http://delhipolicelicensing.gov.in
1083,17232.0,0.000812441968431,0.130571030641,2,208,1827,601.98046875,92.5243499646,1925,16,2,http://delhishelterboard.in
1084,0.0,0.0,0.130571030641,0,0,0,0.1064453125,0.0,0,1,0,http://delhiveh.nic.in
1085,68.0,0.0735294117647,0.0735294117647,0,1,75,21.880859375,0.0,2,5,1,http://delp.in
1086,468.0,0.0705128205128,0.728632478632,0,8,72,515.263671875,61.5162140136,29,9,74,http://deogarh.nic.in
1087,372.0,0.137096774194,0.567204301075,0,11,69,599.078125,63.9248780679,29,10,8,http://deoghar.nic.in
1088,422.0,0.0947867298578,0.464454976303,0,11,72,589.978515625,63.2810715433,32,15,5,http://deoria.nic.in
1089,0.0,0.0,0.464454976303,0,0,0,0.0,0.0,0,1,0,http://depmorissa.gov.in
1090,11.0,0.181818181818,0.181818181818,0,1,0,0.48046875,0.0,0,1,0,http://deptpub.gov.in
1091,826.0,0.0290556900726,0.220338983051,1,30,98,577.29296875,81.2850589023,114,9,1,http://des.kar.nic.in
1092,584.0,0.0958904109589,0.205479452055,8,25,88,253.443359375,76.6258486626,25,4,0,http://des.uk.gov.in
1093,0.0,0.0,0.205479452055,0,0,0,0.0,0.0,0,1,0,http://descg.gov.in
1094,203.0,0.0985221674877,0.118226600985,2,22,21,2327.05566406,98.9994145801,37,13,0,http://designclinicsmsme.org
1095,24.0,1.0,0.0416666666667,0,0,0,1.3603515625,0.0,1,3,0,http://designdiary.nic.in
1096,239.0,0.0,0.125523012552,0,48,28,109.133789062,88.6329673476,4,8,0,http://desjharkhand.nic.in
1097,0.0,0.0,0.125523012552,0,0,0,0.0,0.0,0,1,0,http://desmani.nic.in
1098,404.0,0.0470297029703,0.292079207921,1,96,52,7855.00683594,99.6816321994,39,14,0,http://desmanipur.gov.in
1099,365.0,0.109589041096,0.194520547945,0,127,55,85.203125,54.7210251238,4,10,1,http://desmizo.nic.in
1100,286.0,0.0244755244755,0.101398601399,0,8,29,687.19921875,96.4039665081,21,16,0,http://desorissa.nic.in
1101,205.0,0.0243902439024,0.126829268293,2,39,38,3639.9296875,99.6421526858,21,24,1,http://desthp.nic.in
1102,0.0,0.0,0.126829268293,0,0,0,0.0,0.0,0,1,0,http://detorissa.nic.in
1103,110.0,0.0,0.118181818182,5,31,8,195.895507812,93.750155785,3,12,0,http://devbhoomi.uk.gov.in
1104,520.0,0.105769230769,0.196153846154,3,31,112,1212.29394531,90.715641914,35,5,0,http://devbhumidwarka.gujarat.gov.in
1105,358.0,0.0279329608939,0.0865921787709,1,9,21,316.537109375,93.4730697798,2,13,0,http://devipatanmandal.nic.in
1106,357.0,0.0868347338936,0.0672268907563,0,15,40,1819.21777344,98.0001384953,44,11,4,http://dfbodisha.gov.in
1107,385.0,0.0,0.101298701299,0,176,42,315.001953125,86.0051710989,86,16,0,http://dfcdelhi.nic.in
1108,0.0,0.0,0.101298701299,0,0,0,0.0,0.0,0,1,0,http://dff.nic.in
1109,13.0,1.0,0.0769230769231,0,0,0,0.6708984375,0.0,0,1,0,http://dfp.gov.in
1110,228.0,0.0175438596491,0.0833333333333,0,54,45,1908.54199219,88.2775167358,96,10,22,http://dfpd.gov.in
1111,228.0,0.0175438596491,0.0833333333333,0,54,45,1541.32714844,86.3527588529,96,10,22,http://dfpd.nic.in/?q=node/131
1112,226.0,0.0176991150442,0.0796460176991,0,54,45,82.7919921875,0.0,96,10,22,http://dfpd.nic.in/?q=node/89
1113,226.0,0.0176991150442,0.0796460176991,0,54,45,82.7626953125,0.0,96,10,22,http://dfpd.nic.in/?q=node/974
1114,226.0,0.0176991150442,0.0796460176991,0,54,45,82.7626953125,0.0,96,10,22,http://dfpd.nic.in/?q=node/979
1115,226.0,0.0176991150442,0.0796460176991,0,54,45,82.7626953125,0.0,96,10,22,http://dfpd.nic.in/?q=node/980
1116,226.0,0.0176991150442,0.0796460176991,0,54,45,82.7626953125,0.0,96,10,22,http://dfpd.nic.in/?q=node/981
1117,11.0,0.181818181818,0.181818181818,0,1,0,0.48046875,0.0,0,1,0,http://dfpdlibrary.nic.in
1118,0.0,0.0,0.181818181818,0,0,0,0.0,0.0,0,1,0,http://dfponline.nic.in
1119,0.0,0.0,0.181818181818,0,0,0,0.0,0.0,0,1,0,http://dfs.delhigovt.nic.in
1120,24.0,1.0,0.0416666666667,0,0,0,1.3603515625,0.0,1,3,0,http://dfs.nic.in
1121,342.0,0.0116959064327,0.149122807018,0,14,28,527.412109375,92.1378710167,21,12,0,http://dgace.cag.gov.in
1122,176.0,0.0,0.170454545455,0,105,22,1023.94726562,94.5461325561,18,15,2,http://dgaeroqa.gov.in
1123,181.0,0.0220994475138,0.635359116022,3,411,47,129.377929688,37.660680993,19,4,18,http://dgca.gov.in
1124,24.0,1.0,0.0416666666667,0,0,0,1.3603515625,0.0,1,3,0,http://dgcd.nic.in
1125,377.0,0.111405835544,0.0901856763926,4,10,60,1706.84472656,81.037516113,28,12,0,http://dgciskol.gov.in
1126,0.0,0.0,0.0901856763926,0,0,0,181.76953125,99.4971310683,2,11,0,http://dge.tn.gov.in
1127,26.0,1.0,0.0384615384615,0,0,0,1.3720703125,0.0,1,3,0,http://dge.tn.gov.in/matricsyllabus
1128,641.0,0.0280811232449,0.185647425897,0,3,62,2084.28320312,94.8657315305,61,18,0,http://dget.gov.in
1129,124.0,0.0564516129032,0.0161290322581,0,0,5,168.578125,59.6539299286,13,8,0,http://dget.nic.in/schemes/cts/welcome.htm
1130,235.0,0.182978723404,0.208510638298,0,27,60,21897.8769531,99.6725611867,60,11,22,http://dgfscdhg.gov.in
1131,798.0,0.0714285714286,0.258145363409,0,7,89,1670.27929688,97.039581002,70,14,9,http://dgft.gov.in
1132,393.0,0.312977099237,0.318066157761,0,41,43,5788.35839844,97.9838978391,27,17,10,http://dgicce.nic.in
1133,336.0,0.0416666666667,0.0714285714286,1,12,48,316.9609375,80.1748786079,13,11,0,http://dgm.uk.gov.in
1134,93.0,0.139784946237,0.365591397849,1,66,2,183.590820312,90.4987845551,29,5,1,http://dgqadefence.nic.in
1135,551.0,0.0417422867514,0.154264972777,1,12,74,1653.83984375,97.7083397302,29,13,0,http://dgrpunjab.gov.in
1136,0.0,0.0,0.154264972777,0,0,0,0.0,0.0,0,1,0,http://dgsnd.gov.in
1137,336.0,0.10119047619,0.547619047619,3,7,84,572.138671875,63.1083687507,31,5,16,http://dhalai.gov.in
1138,349.0,0.12893982808,0.469914040115,1,24,74,512.873046875,59.9995810976,50,11,14,http://dhamtari.gov.in
1139,364.0,0.137362637363,0.535714285714,1,10,80,599.259765625,63.9257091268,29,13,11,http://dhanbad.nic.in
1140,61.0,0.0,0.540983606557,0,42,5,251.102539062,96.7316016474,8,20,6,http://dharmartth.up.nic.in
1141,343.0,0.314868804665,0.0495626822157,2,17,34,2010.12304688,78.3526836335,21,9,3,http://dharwad.nic.in
1142,525.0,0.27619047619,0.386666666667,2,34,41,29115.9042969,98.6964544923,25,14,19,http://dhe.chd.gov.in
1143,332.0,0.0843373493976,0.280120481928,0,34,20,113.248046875,83.3597778659,4,6,13,http://dhe.goa.gov.in
1144,11.0,0.181818181818,0.181818181818,0,1,0,0.48046875,0.0,0,1,0,http://dheassam.gov.in
1145,356.0,0.0,0.160112359551,2,37,30,1291.55566406,93.6881924581,45,19,4,http://dhemaji.nic.in
1146,90.0,0.0,0.0888888888889,0,14,25,1068.20214844,98.6436760803,5,17,0,http://dhemajijudiciary.gov.in
1147,492.0,0.126016260163,0.518292682927,0,13,84,1076.46875,62.9980477255,38,11,33,http://dhenkanal.nic.in
1148,234.0,0.0512820512821,0.162393162393,0,2,51,1577.45605469,84.3775981774,16,14,14,http://dheodisha.gov.in
1149,129.0,0.0,0.627906976744,0,79,27,270.607421875,87.348701922,40,11,3,http://dholerasir.com
1150,638.0,0.076802507837,0.219435736677,1,36,73,5397.33203125,99.478185475,28,7,5,http://dholpur.rajasthan.gov.in
1151,698.0,0.0,0.174785100287,0,45,138,4.228515625,0.0,0,5,0,http://dholpurpolice.rajasthan.gov.in
1152,448.0,0.00446428571429,0.341517857143,0,200,91,293.618164062,77.8624050022,26,10,3,http://dhsekerala.gov.in
1153,44.0,0.0,0.295454545455,1,37,10,218.494140625,89.6772117387,12,14,1,http://dhsgoa.gov.in
1154,177.0,0.457627118644,1.09604519774,0,92,41,178.642578125,83.2471437162,4,7,47,http://dhspatna.bih.nic.in
1155,0.0,0.0,1.09604519774,0,0,0,0.0,0.0,0,1,0,http://dhte.puducherry.gov.in
1156,456.0,0.0372807017544,0.0964912280702,0,19,35,707.6015625,97.1380819891,16,9,0,http://dhubri.gov.in
1157,479.0,0.123173277662,0.534446764092,0,11,76,589.595703125,63.1379752412,37,15,16,http://dhule.gov.in
1158,300.0,0.73,0.0833333333333,0,12,16,1127.48632812,92.7917120669,48,18,8,http://dial.gov.in
1159,278.0,0.0647482014388,0.298561151079,5,46,35,1297.81738281,60.0227996975,62,10,31,http://dibrugarh.nic.in
1160,133.0,0.0,0.18045112782,0,39,33,13231.9550781,99.8729549279,9,20,0,http://dibrugarhjudiciary.gov.in
1161,0.0,0.0,0.18045112782,0,0,0,0.0,0.0,0,1,0,http://dic.dnh.nic.in
1162,57.0,0.0,1.40350877193,0,70,15,77.7001953125,72.7933136429,23,4,21,http://dic.puducherry.gov.in
1163,0.0,0.0,1.40350877193,0,0,0,0.0,0.0,0,1,0,http://dicludhiana.gov.in
1164,192.0,0.0,0.145833333333,0,4,44,2103.24804688,29.1276606216,27,9,13,http://dict.mizoram.gov.in
1165,62.0,0.161290322581,0.0,0,4,16,8167.43847656,99.8711418018,9,7,0,http://dietbaghmara.gov.in
1166,291.0,0.213058419244,0.185567010309,0,22,19,6163.94140625,99.5020973162,11,11,23,http://dietgandhinagar.org
1167,0.0,0.0,0.185567010309,0,0,0,0.0,0.0,0,1,0,http://dietgwalior.nic.in
1168,172.0,0.0,0.139534883721,0,235,16,143.921875,85.8911898817,14,13,1,http://dietlakshadweep.nic.in
1169,0.0,0.0,0.139534883721,0,0,0,0.0,0.0,0,1,0,http://dietneemuch.nic.in
1170,51.0,0.0,0.0392156862745,0,29,14,200.743164062,97.0398081348,2,4,0,http://dietnongpoh.gov.in
1171,360.0,0.0861111111111,0.0444444444444,0,3,43,1629.01074219,98.9327423241,28,12,0,http://dietnongstoin.gov.in
1172,0.0,0.0,0.0444444444444,0,0,0,0.0,0.0,0,1,0,http://dietpanna.nic.in
1173,157.0,0.0700636942675,0.471337579618,0,8,24,757.267578125,98.34352537,7,10,0,http://dietpdy.puducherry.gov.in
1174,0.0,0.0,0.471337579618,0,0,0,0.0,0.0,0,1,0,http://dietprabhatpattan.nic.in
1175,383.0,0.0757180156658,0.0783289817232,0,4,47,2337.16308594,97.7315413527,30,7,0,http://dietresubelpara.gov.in
1176,76.0,0.131578947368,0.0263157894737,0,7,20,338.762695312,96.0722758891,12,13,0,http://dietsohra.gov.in
1177,314.0,0.0955414012739,0.0605095541401,0,9,43,2616.39257812,96.719414031,31,7,0,http://dietthadlaskein.gov.in
1178,321.0,0.0934579439252,0.0623052959502,0,4,48,2643.31054688,96.6193405375,30,7,0,http://diettura.gov.in
1179,268.0,0.268656716418,0.100746268657,0,14,25,2133.96777344,97.4414957466,37,16,12,http://digisevak.gov.in
1180,0.0,0.0,0.100746268657,0,0,0,0.0,0.0,0,1,0,http://digitalindia.gov.in
1181,320.0,0.1,0.078125,0,16,25,1155.81152344,78.5415246153,9,9,2,http://digitalindiaawards.gov.in
1182,58.0,0.0172413793103,0.465517241379,0,0,11,15.1181640625,0.0,9,11,5,http://digitaljagriti.in
1183,151.0,0.17880794702,0.258278145695,1,6,18,1413.36621094,80.6667233244,28,13,9,http://digitalmsme.gov.in
1184,109.0,0.192660550459,0.293577981651,0,11,26,140.229492188,91.3318708869,26,10,1,http://dihrm.delhigovt.nic.in
1185,249.0,0.0481927710843,0.0602409638554,0,119,14,652.318359375,95.3394892616,73,12,0,http://dimapur.nic.in
1186,620.0,0.0306451612903,0.464516129032,3,0,72,3212.1953125,97.7441926642,71,6,1,http://dipam.gov.in
1187,939.0,0.0447284345048,0.136315228967,3,13,58,160.43359375,53.7550826617,57,5,3,http://dipp.gov.in
1188,679.0,0.0618556701031,0.162002945508,9,125,104,57160.9248047,99.711686375,132,12,6,http://dipr-manipur.gov.in
1189,902.0,0.156319290466,0.281596452328,0,3,79,1511.28222656,72.7308854689,24,6,24,http://dipr.mizoram.gov.in
1190,166.0,0.0,0.222891566265,1,4,23,1912.78320312,96.2408548571,11,7,20,http://dipr.rajasthan.gov.in
1191,1332.0,0.0232732732733,0.529279279279,0,30,76,3836.78417969,96.3778107022,111,12,0,http://diprpunjab.gov.in
1192,483.0,0.0310559006211,0.136645962733,0,14,57,986.756835938,96.3735564443,7,12,0,http://diragrijmu.nic.in
1193,149.0,0.912751677852,0.214765100671,0,5,14,1493.35058594,65.0518476763,6,10,1,http://diragrikmr.nic.in
1194,234.0,0.0128205128205,0.217948717949,2,21,21,13444.6621094,99.0530120065,12,17,2,http://dirbcglab.gov.in
1195,0.0,0.0,0.217948717949,0,0,0,0.0,0.0,0,1,0,http://dird-pune.gov.in
1196,414.0,0.048309178744,0.125603864734,1,19,31,1473.52636719,96.6265952942,10,10,0,http://dirflorikmr.in
1197,11.0,0.181818181818,0.181818181818,0,1,0,0.48046875,0.0,0,1,0,http://diricj.gov.in
1198,186.0,0.0,0.0537634408602,1,93,21,829.125,95.0094461405,34,12,0,http://dirtexmah.gov.in
1199,10.0,0.0,0.7,0,76,0,190.485351562,95.8186581358,73,13,0,http://disabilitymanipur.nic.in
1200,458.0,0.028384279476,0.270742358079,0,27,72,6617.60839844,99.5298410033,84,14,0,http://disastermanagement.ap.gov.in
1201,437.0,0.121281464531,0.102974828375,3,11,55,970.203125,92.8211513375,49,5,0,http://dish.gujarat.gov.in
1202,0.0,0.0,0.102974828375,0,0,0,0.0,0.0,0,1,0,http://disha.gov.in
1203,0.0,0.0,0.102974828375,0,0,0,0.0,0.0,0,1,0,http://disnic.gov.in
1204,196.0,0.0867346938776,0.607142857143,1,99,26,355.41796875,92.9965269764,11,11,24,http://districtcourt-dantewada.gov.in
1205,0.0,0.0,0.607142857143,0,0,0,0.0,0.0,0,1,0,http://districtcourt-raipur.cg.nic.in
1206,11.0,0.181818181818,0.181818181818,0,1,0,0.48046875,0.0,0,1,0,http://districtcourtaligarh.up.nic.in
1207,0.0,0.0,0.181818181818,0,0,0,0.0,0.0,0,1,0,http://districtcourtkhurda.nic.in
1208,246.0,0.0162601626016,0.0975609756098,0,34,30,3034.75390625,98.4820703388,17,12,1,http://districtcourtmeerut.nic.in
1209,881.0,0.0351872871737,0.099886492622,0,61,45,1282.02441406,96.4122294985,31,11,8,http://districtcourtsnamchi.nic.in
1210,127.0,0.196850393701,0.322834645669,0,6,58,1168.28222656,93.2370994073,58,10,0,http://districts.gov.in
1211,225.0,0.0577777777778,0.0622222222222,9,16,33,390.900390625,94.7037338676,54,18,1,http://dit.mp.gov.in
1212,129.0,0.162790697674,0.193798449612,1,13,27,2552.13378906,99.3177813449,64,15,7,http://dit.tripura.gov.in
1213,565.0,0.0,0.552212389381,2,106,56,850.818359375,94.9465014152,53,13,21,http://dite.delhigovt.nic.in
1214,0.0,0.0,0.552212389381,0,0,0,0.0,0.0,0,1,0,http://ditmanipur.gov.in
1215,550.0,0.0290909090909,0.187272727273,0,15,51,294.758789062,90.4201992493,16,18,0,http://ditmeghalaya.gov.in
1216,377.0,0.111405835544,0.185676392573,0,2401,16,3584.03808594,76.9116539125,39,18,0,http://diu.gov.in
1217,450.0,0.0933333333333,0.204444444444,0,175,75,901.9921875,93.8909098783,46,14,2,http://divcomjammu.gov.in
1218,146.0,0.0,0.0547945205479,0,58,33,124.96484375,83.5625644713,32,11,3,http://djaizawl.nic.in
1219,377.0,0.0769230769231,0.193633952255,0,12,70,507.0,60.1951584073,33,9,30,http://dk.nic.in
1220,274.0,0.0,1.22262773723,0,132,35,446.693359375,90.6620698098,65,16,8,http://dkvib.delhigovt.nic.in
1221,236.0,0.00847457627119,0.0508474576271,1,10,31,1927.64355469,98.9653514578,14,8,1,http://dlai.gov.in
1222,227.0,0.0,0.0440528634361,0,172,38,269.282226562,86.4574153656,78,17,0,http://dlwb.delhigovt.nic.in
1223,318.0,0.062893081761,0.767295597484,0,88,61,362.0625,92.5014564992,49,6,58,http://dmc.kar.nic.in
1224,0.0,0.0,0.767295597484,0,0,0,0.0,0.0,0,1,0,http://dmcdhanbad.gov.in
1225,0.0,0.0,0.767295597484,0,0,0,0.0,0.0,0,1,0,http://dmd.dacnet.nic.in
1226,374.0,0.0427807486631,0.114973262032,7,29,42,1462.22265625,92.7446177026,72,15,0,http://dmdesic.nic.in
1227,133.0,0.0526315789474,0.413533834586,0,4,42,2927.49707031,15.4609262859,28,7,6,http://dme.telangana.gov.in
1228,11.0,0.181818181818,0.181818181818,0,1,0,0.48046875,0.0,0,1,0,http://dmeassam.gov.in
1229,875.0,0.0,0.589714285714,0,28,46,2719.02246094,98.4768767785,38,19,173,http://dmetodisha.gov.in
1230,427.0,0.367681498829,0.0679156908665,5,25,49,163.129882812,91.5765212967,3,11,0,http://dmg.kerala.gov.in
1231,433.0,0.205542725173,0.143187066975,0,14,52,2658.88964844,98.0620361457,24,12,11,http://dmi.brlps.in
1232,194.0,0.515463917526,0.211340206186,0,11,49,2422.8359375,97.0655594716,64,11,6,http://dmibhopal.nic.in
1233,0.0,0.0,0.211340206186,0,0,0,0.0,0.0,0,1,0,http://dmm.gov.in
1234,618.0,0.0631067961165,0.34142394822,1,34,78,283.931640625,79.1656635001,37,9,0,http://dmmc.uk.gov.in
1235,0.0,0.0,0.34142394822,0,0,0,0.0,0.0,0,1,0,http://dmr.res.in
1236,193.0,0.186528497409,0.0518134715026,0,63,3,147.84375,88.0423007821,28,9,1,http://dmrcjodhpur.nic.in
1237,0.0,0.0,0.0518134715026,0,0,0,0.0,0.0,0,1,0,http://dms.gov.in
1238,305.0,0.0131147540984,0.104918032787,0,72,23,479.3515625,96.061981518,55,13,2,http://dmw.indianrailways.gov.in
1239,11.0,0.181818181818,0.181818181818,0,1,0,0.48046875,0.0,0,1,0,http://dnaclubs.nic.in
1240,489.0,0.0920245398773,0.220858895706,0,24,53,920.952148438,98.0713744161,14,16,0,http://dngc.ac.in
1241,309.0,0.0,0.216828478964,1,8,40,2249.86425781,99.204639516,20,11,0,http://dnhpolice.gov.in
1242,690.0,0.0246376811594,0.108695652174,3,35,78,669.956054688,87.057511643,71,5,0,http://doah.gujarat.gov.in
1243,351.0,0.0,0.259259259259,0,3,73,871.927734375,96.1773145441,30,12,5,http://doda.gov.in
1244,474.0,0.0886075949367,0.137130801688,0,22,22,1315.04394531,99.4920559481,7,14,1,http://dodl.klyuniv.ac.in
1245,1240.0,0.0201612903226,0.139516129032,3,1,71,5190.51953125,98.5980299118,52,5,1,http://doe.gov.in
1246,66.0,0.0757575757576,0.151515151515,0,5,21,1486.11914062,97.6344242883,37,7,0,http://doitc.rajasthan.gov.in
1247,840.0,0.025,0.077380952381,0,8,68,4536.87109375,98.007816166,55,13,0,http://doj.gov.in
1248,2399.0,0.00416840350146,0.476865360567,1,3,142,1499.3828125,95.5893310268,118,19,0,http://dolcbec.gov.in
1249,11.0,0.181818181818,0.181818181818,0,1,0,0.48046875,0.0,0,1,0,http://dolr.nic.in
1250,11.0,0.181818181818,0.181818181818,0,1,0,0.48046875,0.0,0,1,0,http://dolr.nic.in/iwmp_main.htm
1251,437.0,0.045766590389,0.153318077803,0,39,30,13890.5605469,99.8092721746,20,11,0,http://dom.gujarat.gov.in
1252,407.0,0.0589680589681,0.0810810810811,0,14,2,11.6728515625,56.8392872082,3,7,4,http://doonuniversity.ac.in
1253,289.0,0.0622837370242,0.100346020761,1,0,22,1160.92089844,83.6174474231,48,14,6,http://doordarshangoa.gov.in
1254,0.0,0.0,0.100346020761,0,0,0,0.0,0.0,0,1,0,http://dop.gov.in
1255,420.0,0.0309523809524,0.135714285714,0,18,38,765.801757812,95.5373823135,38,23,0,http://dop.rajasthan.gov.in
1256,307.0,0.254071661238,0.293159609121,1,48,48,642.700195312,72.1555935423,40,6,53,http://dopjharkhand.gov.in
1257,2365.0,0.0109936575053,0.210570824524,3,22,75,5192.44238281,96.8751722051,95,5,1,http://dopt.gov.in
1258,593.0,0.200674536256,0.315345699831,0,0,55,222.198242188,88.5628771464,1,5,27,http://dor-icar.org.in
1259,426.0,0.0586854460094,0.19014084507,3,24,77,1892.74609375,97.0927244847,45,5,1,http://dor.gov.in
