p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,url
0,0,0,0,0,0,1.1094,0,1,2,0,http://esicdelhi.org.in
0,0,0,0,0,0,1.1094,0,1,2,0,http://www.kvmankhurd.org
0,0,0,0,0,0,1.1191,0,1,2,0,http://www.arunachalwomencommission.in
0,0,0,0,0,0,1.2959,0,0,1,0,http://www.burdwanmedicalcollege.info
0,0,0,0,0,0,1.4814,0,0,2,0,http://consumeraffairs.nic.in
0,0,0,0,0,0,1.4814,0,0,2,0,http://fcamin.nic.in
0,0,0,0,0,0,1.7334,0,0,10,0,http://www.mpeproc.gov.in
0,0,0,0,0,0,1.8555,0,1,17,0,http://upsacs.nic.in
0,0,0,0,0,0,2.0938,29.0578,0,1,0,http://ssaassam.gov.in
0,0,0,0,0,0,3.9746,0,2,1,0,http://karnatakavarthe.org
0,0,0,0,0,0,17.8711,96,1,1,0,http://billing.mahadiscom.in
0,0,0,0,0,0,20.5195,0,1,3,0,http://www.mpakvnujjain.com
0,0,0,0,0,0,29.1963,0,0,8,0,http://www.iiim.res.in
0,0,0,0,0,0,35.6787,97.4846,1,1,0,http://www.tnd.bsnl.co.in
0,0,0,0,0,0,98.542,99.0605,2,4,0,http://rakshashaktiuniversity.edu.in
0,0,0,0,0,0,98.5879,99.0372,2,4,0,http://www.hmda.gov.in
0,0,0,0,0,0,115.1514,99.0553,4,10,0,http://tmnehs.gov.in
0,0,0,0,0,0,115.6719,98.6104,4,10,0,http://tenders.gov.in
0,0,0,0,0,0,115.6719,98.6104,4,10,0,http://www.ceochandigarh.nic.in
0,0,0,0,0,0,117.1914,97.5484,3,7,0,http://www.geerfoundation.gujarat.gov.in
0,0,0,0,0,0,126.2061,66.4565,2,2,0,http://www.sikkim-irrigation.gov.in
0,0,0,0,0,0,181.7207,99.5233,2,11,0,http://erms.man.nic.in
0,0,0,0,0,0,181.7227,99.5228,2,11,0,http://chennaipost.gov.in
0,0,0,0,0,0,181.7227,99.5228,2,11,0,http://www.lites.rajasthan.gov.in
0,0,0,0,0,0,181.7695,99.4971,2,11,0,http://dge.tn.gov.in
0,0,0,0,0,0,181.7695,99.4971,2,11,0,http://www.mmc.tn.gov.in
0,0,0,0,0,0,230.1455,96.0258,3,6,0,http://apidc.gov.in
0,0,0,0,0,0,1116.1748,99.5926,1,9,0,http://nripunjabpolice.com
0,0,0,0,0,0,1338.9277,98.1952,8,1,0,http://jagannath.nic.in
0,0,0,0,0,2,57.084,90.6371,3,16,0,http://jmch.org.in
0,0,0,0,0,35,318.498,92.3837,15,7,0,http://boardmarksheet.maharashtra.gov.in
0,0,0,0,0,59,3575.2285,98.4976,50,15,3,http://wcd.nic.in
0,0,0,0,1,0,0.5596,0,0,1,0,http://nth.gov.in
0,0,0,0,1,0,5575.1748,99.8967,9,17,0,http://www.nitttrchd.ac.in
0,0,0,0,1,3,21.3418,0,1,4,1,http://www.nhdcltd.co.in
0,0,0,0,2,0,1.959,0,0,1,0,http://agcensus.nic.in
0,0,0,0,2,0,3.5508,0,1,5,0,http://www.basirhatmunicipality.in
0,0,0,0,2,0,7.5908,85.1795,3,1,0,http://goamuseum.gov.in
0,0,0,0,2,0,17.6885,92.061,1,2,0,http://www.dsci.nic.in
0,0,0,0,2,0,18.6035,91.643,1,1,0,http://www.salarjungmuseum.in
0,0,0,0,2,0,41.1182,91.6328,2,1,0,http://pbforestdevcorp.gov.in
0,0,0,0,2,57,166.7188,93.6539,9,10,0,http://ceoorissa.nic.in
0,0,0,0,3,0,19.2344,0,0,10,0,http://rajpension.nic.in
0,0,0,0,3,0,838.2109,99.9009,1,7,0,http://www.khadigujarat.in
0,0,0,0,3,7,2.7607,0,3,7,0,http://tg.nedcap.gov.in
0,0,0,0,3,76,1363.2959,97.881,95,21,2,http://cisf.gov.in
0,0,0,0,4,0,122.3574,98.8507,2,2,0,http://www.keralastatearchives.org
0,0,0,0,4,0,1977.8301,98.8419,22,12,0,http://wbconsumers.gov.in
0,0,0,0,5,0,81.9941,93.4935,5,4,0,http://www.keralasahityaakademi.org
0,0,0,0,5,0,107.6602,45.5716,2,14,0,http://shm.up.nic.in
0,0,0,0,6,0,16.6201,94.7764,1,1,0,http://www.esicsronoida.org.in
0,0,0,0,6,0,173.7461,94.2776,3,10,0,http://www.kalamandalam.org
0,0,0,0,6,0,221.5752,98.2512,7,14,0,http://annavaramdevasthanam.nic.in
0,0,0,0,7,34,1001.7871,95.5519,26,15,2,http://kcg.gujarat.gov.in
0,0,0,0,9,0,329.124,99.0659,9,18,0,http://gujaratassembly.gov.in
0,0,0,0,10,0,73.6953,95.9915,3,12,0,http://kv2delhicantt.org
0,0,0,0,10,0,216.8262,98.4025,5,10,0,http://www.tneow.gov.in
0,0,0,0,11,40,2153.3213,94.2879,15,9,1,http://tribal.mp.gov.in
0,0,0,0,11,40,24877.0986,98.893,26,12,21,http://www.rieajmer.ac.in
0,0,0,0,12,12,1439.8965,76.2204,11,10,10,http://hpepass.cgg.gov.in
0,0,0,0,15,4,382.5273,80.1429,23,5,0,http://www.mcdonline.gov.in
0,0,0,0,17,0,234.6738,98.9389,7,12,0,http://guj-nwrws.gujarat.gov.in
0,0,0,0,17,105,8633.3721,86.4115,128,12,146,http://www.gndu.ac.in
0,0,0,0,18,58,1105.3828,95.815,19,15,0,http://msdb.gov.in
0,0,0,0,21,29,3496.0938,92.8323,22,9,12,http://davanagere.nic.in
0,0,0,0,23,0,212.625,95.2009,21,7,0,http://kaithal.haryanapolice.gov.in
0,0,0,0,23,0,238.707,96.6077,22,9,0,http://kurukshetra.haryanapolice.gov.in
0,0,0,0,23,0,247.2041,97.2699,21,9,0,http://fatehabad.haryanapolice.gov.in
0,0,0,0,23,0,254.3398,96.9053,21,9,0,http://panchkula.haryanapolice.gov.in
0,0,0,0,23,0,256.8086,97.1343,21,10,0,http://railways.haryanapolice.gov.in
0,0,0,0,23,0,289.4014,97.2164,21,11,0,http://yamunanagar.haryanapolice.gov.in
0,0,0,0,23,0,303.001,97.6002,21,10,0,http://jhajjar.haryanapolice.gov.in
0,0,0,0,23,0,401.4639,97.9192,21,10,0,http://rewari.haryanapolice.gov.in
0,0,0,0,23,0,500.6309,98.1584,21,9,0,http://hisar.haryanapolice.gov.in
0,0,0,0,23,0,506.2812,98.4071,24,13,0,http://jind.haryanapolice.gov.in
0,0,0,0,31,0,270.9473,58.6106,102,1,0,http://jnvhaveri.gov.in
0,0,0,0,41,43,428.9941,76.7158,65,9,6,http://www.mca.gov.in/MCA21
0,0,0,0,45,33,742.5713,96.213,28,10,5,http://www.wakf.gov.in
0,0,0,0,67,55,218.0449,90.8334,31,6,20,http://kvszietchandigarh.org
0,0,0,0,67,55,218.0967,90.8118,31,6,20,http://www.kv2jaipur.org
0,0,0,0,77,45,460.6738,91.2357,23,9,30,http://www.bhelhwr.co.in
0,0,0,0,89,105,866.8623,95.3283,56,18,3,http://agra.nic.in
0,0,0,0,105,34,456.2861,38.885,45,19,13,http://pgimer.edu.in
0,0,0,0,247,26,348.2764,82.442,78,11,0,http://ordnancedumdum.nic.in
0,0,0,1,0,0,0.3809,0,0,15,0,http://iitmenvis.nic.in
0,0,0,1,0,0,1.2217,0,0,2,0,http://nmew.gov.in
0,0,0,1,0,0,43.1445,98.8728,1,4,0,http://www.mtcbus.org
0,0,0,1,0,0,406.4189,98.1183,9,8,0,http://edistrict.punjabgovt.gov.in
0,0,0,1,0,0,8549.1055,99.9901,3,11,0,http://nbqp.qci.org.in
0,0,0,1,7,0,2538.4688,99.2506,22,17,0,http://wbnorthbengaldev.gov.in
0,0,0,1,67,0,911.5293,94.3454,19,1,2,http://sonipat.haryanapolice.gov.in
0,0,0,2,198,0,5630.4189,89.6577,94,17,1,http://mksp.gov.in
1,0,0,0,0,0,0.1992,0,0,1,0,http://swrtc.cgg.gov.in
1,0,0,0,0,0,0.2461,0,0,1,0,http://recruitment.kar.nic.in
1,0,0,0,0,0,0.3555,0,0,1,0,http://swaasthindia.gov.in
1,0,0,0,0,1,229.54,71.095,5,3,0,http://pmkvyofficial.org
1,0,0,0,11,36,820.9629,91.2461,26,11,1,http://gama.gov.in
1,0,0,1,2,2,1941.7754,98.978,11,16,0,http://www.citcochandigarh.gov.in
1,0,0,1,8,1,368.4609,97.4421,4,9,0,http://govtpressmp.nic.in
1,0,1,0,2,0,29.1514,98.2982,1,2,0,http://emshousingkerala.gov.in
1,0,1,0,8,1,1.4902,0,0,1,2,http://www.kuvempuuniversitydde.org
1,0,2,0,11,1,414.7109,98.6533,7,9,2,http://drdj.nic.in
1,0,33,0,94,29,219.2832,64.7417,37,7,0,http://www.ciil.org
1,70,0,1,21,16,2989.1172,91.9582,31,7,19,http://www.sportscouncil.kerala.gov.in
2,0,0,0,0,0,0.1982,0,0,1,0,http://as1.and.nic.in
2,0,0,0,0,1,1259.4277,99.6718,1,17,1,http://www.mmrda.maharashtra.gov.in
2,0,0,0,5,0,0.9668,0,1,1,0,http://www.nicf.gov.in
2,0,0,0,5,1,15.5049,57.9958,0,12,0,http://mahasilk.maharashtra.gov.in
2,0,0,1,1,1,122.6562,93.0064,3,4,0,http://www.nsez.gov.in
2,0,0.5,0,2,2,703.0312,93.7885,4,5,6,http://sangeetnatak.gov.in
2,0,1,0,3,1,7.2832,83.4942,0,1,0,http://www.gmdcltd.com
2,0,15,0,8,49,1856.1562,96.901,36,13,2,http://www.usof.gov.in
2,0,31,0,25,16,492.4971,95.3156,19,10,2,http://banglarbhumi.gov.in
2,1,0,0,0,1,1.8438,0,0,2,1,http://www.dietsantrampur.org
2,1,0,0,1,1,1304.71,81.0145,1,2,0,http://apcustoms.gov.in
2,1,0.5,0,0,0,0.2783,0,0,1,0,http://tcilcorp.gov.in
2,1,0.5,0,0,0,0.3223,0,0,1,0,http://orangtigerreserve.gov.in
2,1,0.5,0,0,0,0.3223,0,0,1,0,http://www.karnatakayouthportal.in
3,0,0,0,0,0,0.2695,0,0,1,0,http://www.manuu.ac.in/asc.php
3,0,0,0,0,0,0.3818,0,0,1,0,http://guntur.nic.in
3,0,0,0,31,0,95.2578,91.5802,2,1,0,http://www.kvuri.com
3,0,0,0,31,0,171.6221,88.6862,2,2,0,http://kvno2akhnoor.org
3,0,1,0,0,0,0.4502,0,0,1,0,http://www.karnataka.gov.in/mysoresandal/Pages/home.aspx
3,0,1,0,0,0,1.0498,0,1,1,0,http://mic.mizoram.gov.in/page/Profile.html
3,1,0,0,0,0,0.3789,0,0,1,0,http://www.swabhiman.gov.in
3,1,0,0,0,0,0.5918,0,0,1,0,http://www.and.nic.in/circulars
3,1,0,0,0,0,0.5918,0,0,1,0,http://www.and.nic.in/legal/slsa1.htm
3,1,0,0,0,0,0.5918,0,0,1,0,http://www.and.nic.in/mggc
3,1,0,0,0,0,0.5918,0,0,1,0,http://www.and.nic.in/stats
3,1,0,0,0,0,0.8115,0,1,1,0,http://megscholarship.gov.in
3,1,0,0,0,0,44.0605,89.9331,1,1,0,http://ujjainpolice.gov.in
3,1,1,0,0,0,2241.8418,90.0153,11,19,0,http://aurangabadcitypolice.gov.in
4,0,0,0,0,0,0.2324,0,0,1,0,http://rtspunjab.gov.in
4,0,0,0,0,0,0.2324,0,0,1,0,http://www.nyks.org
4,0,0,0,0,0,0.2324,0,0,1,0,http://www.tidc.in
4,0,0,0,1,0,0.7129,0,0,1,1,http://careerskerala.gov.in
4,0,0,0,4,1,29.6299,96.658,2,1,0,http://goaassembly.gov.in
4,0,0,0,9,1,61.8916,97.0005,7,1,0,http://www.tnusrb.tn.gov.in
4,0,0.25,0,0,0,0.2148,0,0,1,0,http://egmmsplsgsy.cgg.gov.in
4,0,0.5,1,3,3,596.6543,99.8535,2,3,0,http://canttboardjabalpur.org.in
4,0,1,0,2,1,128.0342,98.1199,4,12,3,http://jnvjharsuguda.nic.in
4,0,1,0,10,0,123.459,98.9013,3,4,0,http://employmentnews.gov.in
4,0,1,0,10,0,123.8887,98.9051,3,4,0,http://www.rojgarsamachar.gov.in
4,0.75,0.25,0,0,0,0.5469,0,0,1,0,http://www.kvccl.org.in
4,0.75,0.25,0,0,0,0.5547,0,0,1,0,http://aligarhnagarnigam.in
4,1,0,0,0,0,0.1738,0,0,1,0,http://www.casestatus.gov.in
5,0,0,0,0,0,0.3027,0,0,1,1,http://indiainbusiness.nic.in
5,0,0,0,0,0,156.75,72.7503,0,2,0,http://www.medicalcollegekolkata.org
5,0,0,0,1,0,0.6367,0,0,1,1,http://www.sczcc.gov.in
5,0,0,0,2,2,24.1152,95.6184,2,1,0,http://www.incometaxbengaluru.in
5,0,0,0,6,0,71.2373,58.7947,0,2,1,http://web1.hry.nic.in/crime
5,0,0,0,17,2,117.4961,98.2521,6,6,0,http://vizagcustoms.gov.in
5,0,0,1,9,0,62.7012,82.8178,4,2,1,http://watershed.kar.nic.in
5,0,1,0,0,0,0.2725,0,0,1,0,http://cgrhga.cg.gov.in
5,0,1,3,24,0,2191.374,96.6014,4,13,0,http://www.ukapmb.org
5,0.8,0.2,0,0,0,0.7158,0,0,1,0,http://www.statehealthsocietybihar.org
5,1,0,0,0,0,0.5566,0,0,1,0,http://itscindia.gov.in
5,1,0,0,0,0,0.5596,0,0,1,0,http://www.upmededu.gov.in
5,1,0,0,0,0,0.5605,0,0,1,0,http://www.cstri.res.in
5,1,1,0,14,1,141.0312,98.4905,3,14,2,http://mpcdf.nic.in
5,1,7.2,0,10,50,1900.0771,87.0778,52,10,12,http://muktsar.gov.in
6,0,0,0,0,0,0.5469,0,0,1,0,http://aphe.gov.in
6,0,0,0,7,0,0.6191,0,0,1,1,http://orissafilm.nic.in
6,0,0.1667,1,0,0,0.7715,0,0,1,0,http://nhpc.gov.in
6,0,0.3333,0,2,0,0.7744,0,1,3,0,http://manipurwomencommission.gov.in
6,0,0.3333,0,20,1,13.5996,67.6433,3,4,1,http://nirmithi.kerala.gov.in
6,0,1,0,29,3,200.1553,98.4168,13,9,4,http://www.boatnr.org
6,0,1.5,0,11,1,174.0527,93.8018,16,7,7,http://translations.kar.nic.in
6,1,0,0,0,0,0.9131,0,0,1,0,http://ijp.telangana.gov.in
6,1,0,0,0,0,0.916,0,0,3,0,http://rdagoa.nic.in
6,1,0.1667,0,0,0,0.2656,0,0,1,0,http://www.tmepma.cgg.gov.in
7,0,0,0,0,0,0.2979,0,0,1,0,http://ocfs.gov.in
7,0,0,0,0,2,18.4775,94.0331,1,4,0,http://www.visva-bharati.ac.in
7,0,0,0,2,0,1.166,0,1,2,1,http://chandigarhtrafficpolice.org
7,0,0,0,4,1,65.0928,94.9291,3,6,0,http://ofkanpur.gov.in
7,0,0,1,7,1,2.4746,0,0,1,0,http://www.mpswc.nic.in
7,1,0,0,0,0,0.2559,0,0,1,0,http://edistrict.tn.gov.in
7,1,0,0,0,1,0.4297,0,0,1,0,http://dteassam.in
7,1,0.2857,0,0,0,0.3643,0,0,1,0,http://soilconsnetkerala.gov.in
8,0,0,0,10,2,135.9609,97.9041,2,3,0,http://www.esicner.in
8,0,0,1,8,2,329.877,99.4476,2,22,0,http://www.esicgoa.org.in
8,0,0.125,1,42,0,291.0674,96.1607,17,12,0,http://sikkim-mplads.gov.in
8,0,0.25,0,0,0,0.2891,0,0,1,0,http://www.gack.kerala.gov.in
8,0,1,0,4,1,54.2529,55.806,1,2,0,http://sspnsamiti.gov.in
8,0,4.625,0,5,27,6207.9951,55.4026,21,9,3,http://agrisnet.tg.nic.in
8,0.375,0,0,0,0,5363.1777,99.0917,1,3,0,http://secjharkhand.nic.in
8,1,0,0,2,0,3.8535,78.5352,1,1,0,http://www.nedcap.gov.in
8,1,5.75,0,93,30,318.4463,91.8688,50,12,22,http://dcffzr.gov.in
9,0,0,0,9,1,29.2627,90.0083,1,4,0,http://www.izhai.tn.gov.in
9,0,0,0,13,1,197.584,90.3181,2,8,0,http://tnescroll.gov.in
9,0,0.1111,1,4,1,78.291,96.9677,2,3,0,http://hhrc.gov.in
9,0,0.2222,0,0,1,0.9551,0,0,1,0,http://www.rera.ap.gov.in/RERA/Views/Home.aspx
9,0,0.2222,0,1,1,0.5498,0,0,1,1,http://niyuktionline.up.nic.in
9,0,16.3333,0,20,54,6452.1553,98.2312,29,15,0,http://midhani.com
9,0.2222,0,1,0,3,87.8232,93.9654,2,6,0,http://eci-citizenservices.nic.in
9,0.2222,0,1,1,1,20.8574,0,1,4,0,http://www.novodboard.com
9,0.2222,0.2222,0,1,0,0.4707,0,0,1,0,http://punjabscholarships.gov.in
9,0.2222,0.2222,0,1,1,96.251,65.9449,5,1,0,http://kvcrpfpinjore.org
9,1,0.1111,0,2,1,776.7646,69.0609,1,3,0,http://www.sikkimstdc.com
9,1,1,0,0,0,0.751,0,0,1,1,http://www.tribalportal.mp.nic.in
10,0,0,0,0,1,219.4385,99.1366,1,11,0,http://pbsports.gov.in
10,0,0,0,5,1,7.2549,0,1,1,1,http://gmscl.gujarat.gov.in
10,0,0,0,16,22,2830.7471,96.8671,14,5,80,http://rsamb.rajasthan.gov.in
10,0,0,0,66,3,365.2266,58.4793,20,5,0,http://soilhealth7.gov.in
10,0,0.1,1,0,1,41.0596,88.5979,3,16,0,http://www.gemi-india.org
10,0,0.7,0,76,0,190.4854,95.8187,73,13,0,http://disabilitymanipur.nic.in
10,0.7,0,0,15,0,51.0117,74.6344,7,5,0,http://nagapol.gov.in
10,1,0,0,0,0,0.375,0,0,1,0,http://sevana.gov.in
10,1,0,0,4,0,0.8291,0,0,1,0,http://bangalorerural.kar.nic.in
10,1,0,0,4,0,0.8291,0,0,1,0,http://bangaloreurban.nic.in
10,1,0,0,4,0,0.8291,0,0,1,0,http://salcogen.gov.in
10,1,0.1,0,0,0,0.5029,0,1,1,0,http://tigernet.nic.in
11,0,0,0,0,0,0.2402,0,0,1,0,http://mamcollegejammu.org
11,0,0,0,2,1,69.6426,94.7233,1,1,0,http://tnteu.in
11,0,0,0,14,8,3149.2734,96.1863,10,1,24,http://nbrc.ac.in
11,0,0.0909,0,54,1,143.5615,90.6515,47,10,1,http://narakaskarnal.gov.in
11,0,0.0909,0,60,1,1319.0498,98.868,28,14,0,http://cmoffice.rajasthan.gov.in
11,0,1.1818,0,0,1,0.5625,0,0,1,2,http://ceogoa.nic.in
11,0,1.7273,0,4,3,221.917,99.5313,1,13,2,http://www.chennai.bsnl.co.in
11,0.0909,0,0,1,0,0.3574,0,0,1,0,http://mohfw-epw.gov.in
11,0.2727,0.0909,0,0,0,0.207,0,0,1,0,http://saransh.nic.in
11,0.6364,0,1,1,1,440.1758,99.5461,1,15,0,http://www.jaipurmetrorail.in
11,0.6364,0.3636,1,0,1,328.5391,98.8393,9,12,0,http://www.incometaxhyderabad.gov.in
11,1,0,0,0,0,0.4844,0,0,1,0,http://www.mddaonline.com
11,1,0,0,8,2,68.1787,97.0092,5,1,1,http://rciregistration.nic.in
12,0,0,0,0,0,0.2168,0,0,1,0,http://efa.gov.in
12,0,0.1667,0,1,2,923.2227,74.0211,3,5,0,http://cgsird.gov.in
12,0,0.5,0,2,0,0.6514,0,1,2,1,http://www.gacc.in
12,0.1667,0.0833,0,1,0,0.4189,0,0,1,0,http://snwc.nagaland.gov.in/snwc
12,0.1667,0.5,0,0,3,0.6123,0,0,1,0,http://www.university.gen.in
12,0.5,0,0,1,5,1746.4336,93.6483,17,7,0,http://resurgent.rajasthan.gov.in
12,0.8333,0,0,0,0,3.4131,48.8412,1,3,0,http://nb.bsf.gov.in
12,0.8333,0,0,0,0,3.4141,48.8272,1,3,0,http://nrbdrdo.res.in
12,0.8333,0,0,0,0,3.415,48.8133,1,3,0,http://nifphatt.gov.in
12,1,0,0,7,0,42.2246,69.8876,2,1,0,http://npcc.gov.in
13,0,0,0,0,3,386.4648,98.5584,2,11,0,http://rajbhavan-maharashtra.gov.in
13,0,0.0769,0,60,29,1944.4316,81.7449,45,9,20,http://dce.rajasthan.gov.in
13,0,0.3846,0,2,1,1274.7246,69.8709,3,7,0,http://ecbse.nic.in
13,0,0.6154,0,0,3,521.5244,89.0838,2,4,0,http://www.results.itschool.gov.in
13,0,1,0,91,0,6526.3447,99.8814,88,9,2,http://rddudhampur.nic.in
13,0.1538,0.0769,0,1,0,0.4277,0,0,1,0,http://goaassembly.gov.in/member.php?dflag=CM
13,0.1538,0.1538,0,1,0,0.3604,0,0,1,0,http://www.jepc.nic.in/SSA.htm
13,0.2308,0,0,0,0,0.3682,0,0,1,0,http://apapparelpark.gov.in
13,0.9231,0,0,1,0,358.2676,98.1432,7,16,0,http://www.bihartourism.gov.in
13,0.9231,0.0769,0,4,1,26.7686,82.5508,2,1,0,http://fsez.gov.in
13,1,0,0,0,0,0.8281,0,0,1,0,http://www.cdriindia.org
13,1,0.0769,0,0,0,0.6709,0,0,1,0,http://dfp.gov.in
13,1,0.0769,0,0,0,0.6709,0,0,1,0,http://rrtd.nic.in
13,1,0.0769,0,0,1,0.4141,0,1,1,0,http://cstup.gov.in
14,0,0,0,0,0,4.3477,0,1,4,1,http://www.ddpunjabi.in
14,0,0,0,0,1,7.5928,0,1,4,1,http://www.brbn.bih.nic.in
14,0,0,0,0,1,7.8457,0,1,4,1,http://cmccochin.org
14,0.1429,0.0714,0,1,0,0.4248,0,0,1,0,http://www.gjust.ac.in/asc/asc.htm
14,0.1429,0.3571,0,6,5,0.7969,0,0,1,0,http://awddphed.mizoram.gov.in
14,0.8571,0,0,2,0,215.9316,99.2976,1,10,0,http://aghr.cag.gov.in
14,1,1.1429,0,15,0,1.4873,0,2,1,2,http://ercmp.nic.in
15,0,0.1333,0,0,0,0.2783,0,0,1,0,http://centralexcisekanpur.gov.in
15,0,0.2,0,6,1,120.4932,98.0865,5,5,0,http://rronline.gov.in
15,0,1,0,6,2,3.3311,0,1,1,4,http://www.kaplindia.com
15,0,2,1,32,15,22.0635,0,1,2,16,http://web1.hry.nic.in/drda
15,0.0667,0,0,1,0,1.2666,0,0,1,0,http://www.imumumbai.com
15,0.1333,0.6,0,11,2,154.668,97.6853,6,9,1,http://kvaairangpuri.edu.in
15,0.3333,0.4667,1,15,3,65.4424,97.6751,2,5,4,http://www.tspsc.gov.in
15,1,1,0,26,1,1103.2305,99.6118,8,9,3,http://www.igmcshimla.org
16,0,0,0,24,10,248.4492,96.9777,6,5,0,http://cen.bsf.gov.in
16,0,0,1,0,0,0.8574,0,0,1,0,http://ofbindia.gov.in/units/index.php?unit=ofm
16,0,0.125,0,0,7,536.0137,91.3236,3,6,3,http://www.tad.rajasthan.gov.in
16,0.1875,0,0,63,7,48.4121,92.5041,3,2,1,http://vetyngl.nic.in
16,0.5,0.375,0,0,1,11.6436,92.5606,1,2,1,http://mumbai.stpi.in
16,0.6875,0,0,26,2,250.2783,96.6467,21,8,1,http://ambala.haryanapolice.gov.in
17,0,0.0588,0,9,3,468.4277,93.6852,0,9,0,http://ahmedabadcustoms.gov.in
17,0,0.3529,1,1,1,54.5859,86.8327,1,3,0,http://www.pasadrexam2014.in
17,0.2941,0,0,8,0,126.042,85.4913,1,14,1,http://guwahatijalboard.gov.in
17,0.5294,0.1176,0,0,2,10.9785,69.6851,0,5,0,http://cbse.gov.in
17,0.5882,0.1765,0,7,0,0.9619,0,0,1,1,http://shiksha.nic.in
17,0.5882,0.1765,0,7,0,0.9619,0,0,1,1,http://sietpatna.nic.in
18,0,0,0,0,0,0.4463,0,0,1,0,http://www.gpaurangabad.org
18,0,0.0556,0,10,0,20.9863,64.2718,3,6,0,http://www.delhipolicerecruitment.nic.in
18,0,0.2222,0,0,10,277.9062,70.8306,4,15,0,http://mdm.nic.in
18,0,1.5556,0,2,8,259.5762,98.3093,3,6,1,http://ucost.in
18,0.9444,0.3889,0,9,5,126.6016,97.6296,5,10,0,http://cmkarnataka.gov.in
18,1,0.0556,0,0,1,0.5176,0,0,1,1,http://www.indiaweather.gov.in
19,0,0.0526,0,3,6,410.2266,96.2887,5,11,0,http://kvklowersubansiri.nic.in
19,0.1053,0.0526,0,49,2,126.5312,97.6514,39,12,1,http://www.tncsf.net.in
19,0.1053,0.1579,0,0,4,0.5117,0,0,1,0,http://www.itbhu.ac.in
19,0.2105,0,0,2,0,1.3252,0,1,2,0,http://hartron.org.in
19,0.4211,0.4211,0,3,0,1.1387,0,1,2,3,http://skill.tripura.gov.in
19,0.6316,0.3158,0,24,1,22.2305,84.0582,1,5,1,http://nvsrojpr.gov.in
20,1,2.15,0,59,63,13944.5781,99.8905,54,15,2,http://www.ncipm.org.in
21,0,0,0,11,2,2.1963,0,1,5,1,http://agrimarketing.telangana.gov.in
21,0,0,1,7,2,158.6465,83.7431,1,3,0,http://cenexahmedabad.nic.in
21,0,0,1,7,2,158.6465,83.7431,1,3,0,http://cgstahmedabadzone.gov.in
21,0,0.0952,1,7,2,83.7676,96.4315,4,2,0,http://uppc2008.up.nic.in
